source,target
4715_4720_4719_55967_4700_4709_4710_4726_4696_4718_4694_374291_4728_7991_4717_4731_4705_4725_4716_4537_4722_4541_4712_4539_4707_4701_4698_4723_4538_4697_51079_4714_4704_126328_4711_4724_4536_4713_4695_4702_4708_4706_4535_4540_4729,q10h2_m
4715_4720_4719_55967_4700_4709_4710_4726_4718_4696_374291_4694_4728_7991_4712_4717_4705_4725_4716_4537_4722_4541_4539_4707_4701_4698_4723_4538_4697_51079_4714_4704_4711_126328_4724_4536_4713_4695_4702_4708_4731_4706_4535_4540_4729,q10h2_m
4715_4720_4719_4700_55967_4709_4710_4726_4718_4696_374291_4694_4728_4717_4705_4725_4537_4716_4722_7991_4541_4712_4539_4707_4701_4723_4698_4538_4697_51079_4714_4704_4711_126328_4724_4713_4536_4695_4702_4708_4706_4535_4731_4729_4540,q10h2_m
4715_4720_4719_55967_4700_4709_4710_4726_4696_4718_4694_374291_4728_4717_4731_4705_4725_4716_4537_4722_7991_4541_4539_4712_4707_4701_4723_4698_4538_4697_51079_4714_4704_126328_4711_4724_4713_4536_4695_4702_4708_4706_4535_4540_4729,q10h2_m
4715_4720_4719_55967_4700_4709_4710_4726_4696_4718_374291_4694_4728_4712_4717_4731_4705_4725_4537_4716_4722_7991_4541_4539_4707_4701_4723_4698_4538_4697_51079_4714_4704_126328_4711_4724_4713_4536_4695_4702_4708_4535_4706_4729_4540,q10h2_m
4715_4720_4719_4700_55967_4709_4710_4726_4718_4696_4694_374291_4728_7991_4717_4705_4725_4537_4716_4722_4541_4712_4539_4707_4701_4723_4698_4538_4697_51079_4714_4704_4711_126328_4724_4713_4536_4695_4702_4708_4535_4731_4706_4540_4729,q10h2_m
4715_4720_4719_4700_55967_4709_4710_4726_4718_4696_374291_4694_4728_7991_4712_4717_4731_4705_4725_4537_4716_4722_4541_4539_4707_4701_4698_4723_4538_4697_51079_4714_4704_4711_126328_4724_4713_4536_4695_4702_4708_4706_4535_4540_4729_54539,q10h2_m
cpd:C00288_e,SLC4A8<2
SLC4A8<2,cpd:C00288_c
SLC4A8<2_reverse,cpd:C00288_e
cpd:C00288_c,SLC4A8<2_reverse
cpd:C00288_e,SLC4A10<2
SLC4A10<2,cpd:C00288_c
SLC4A10<2_reverse,cpd:C00288_e
cpd:C00288_c,SLC4A10<2_reverse
cpd:C00547_e,SLC6A2<2
SLC6A2<2,cpd:C00547_c
SLC6A2<2_reverse,cpd:C00547_e
cpd:C00547_c,SLC6A2<2_reverse
cpd:C00547_e,SLC6A3<2
SLC6A3<2,cpd:C00547_c
SLC6A3<2_reverse,cpd:C00547_e
cpd:C00547_c,SLC6A3<2_reverse
cpd:C00547_e,SLC22A3>774<1
SLC22A3>774<1,cpd:C00547_c
SLC22A3>774<1_reverse,cpd:C00547_e
cpd:C00547_c,SLC22A3>774<1_reverse
cpd:C00547_e,SLC22A2>775<1
SLC22A2>775<1,cpd:C00547_c
SLC22A2>775<1_reverse,cpd:C00547_e
cpd:C00547_c,SLC22A2>775<1_reverse
cpd:C00547_e,SLC22A2>776<1
SLC22A2>776<1,cpd:C00547_c
SLC22A2>776<1_reverse,cpd:C00547_e
cpd:C00547_c,SLC22A2>776<1_reverse
cpd:C00547_e,SLC22A1<1
SLC22A1<1,cpd:C00547_c
SLC22A1<1_reverse,cpd:C00547_e
cpd:C00547_c,SLC22A1<1_reverse
cpd:C00547_c,SLC18A1>777
SLC18A1>777,cpd:C00009_c
SLC18A1>777,cpd:C00547_e
SLC18A1>777_reverse,cpd:C00547_c
cpd:C00009_c,SLC18A1>777_reverse
cpd:C00547_e,SLC18A1>777_reverse
cpd:C00547_c,SLC18A2>778
SLC18A2>778,cpd:C00009_c
SLC18A2>778,cpd:C00547_e
SLC18A2>778_reverse,cpd:C00547_c
cpd:C00009_c,SLC18A2>778_reverse
cpd:C00547_e,SLC18A2>778_reverse
NT5C2,cpd:C00009_c
NT5C2,cpd:C00212_c
NT5C1B,cpd:C00009_c
NT5C1B,cpd:C00212_c
NT5C1B>779,cpd:C00009_c
NT5C1B>779,cpd:C00212_c
NT5C,cpd:C00009_c
NT5C,cpd:C00212_c
NT5C1A,cpd:C00009_c
NT5C1A,cpd:C00212_c
NT5C3A,cpd:C00009_c
NT5C3A,cpd:C00212_c
cpd:C00077_m,OTC
cpd:C00169_m,OTC
OTC,cpd:C00009_m
OTC,cpd:C00327_m
cpd:C00233_m,1629_594_593_1738
1629_594_593_1738,cpd:C02939_m
cpd:C00233_m,1629_1738_594_593
1629_1738_594_593,cpd:C02939_m
cpd:C00141_m,1629_594_593_1738
1629_594_593_1738,cpd:C00630_m
cpd:C00141_m,1629_1738_594_593
1629_1738_594_593,cpd:C00630_m
cpd:C00671_m,1629_594_593_1738
1629_594_593_1738,cpd:C01033_m
cpd:C00671_m,1629_1738_594_593
1629_1738_594_593,cpd:C01033_m
cpd:C00077_c,ODC1
ODC1,cpd:C00134_c
cpd:C00077_m,SLC25A2>784<2
SLC25A2>784<2,cpd:C00077_c
SLC25A2>784<2_reverse,cpd:C00077_m
cpd:C00077_c,SLC25A2>784<2_reverse
cpd:C00077_m,SLC25A15>785<2
SLC25A15>785<2,cpd:C00077_c
SLC25A15>785<2_reverse,cpd:C00077_m
cpd:C00077_c,SLC25A15>785<2_reverse
cpd:C00077_m,SLC25A15>786<2
cpd:C00327_c,SLC25A15>786<3
SLC25A15>786<2,cpd:C00077_c
SLC25A15>786<3,cpd:C00327_m
SLC25A15>786<2_reverse,cpd:C00077_m
SLC25A15>786<3_reverse,cpd:C00327_c
cpd:C00077_c,SLC25A15>786<2_reverse
cpd:C00327_m,SLC25A15>786<3_reverse
cpd:C00077_m,SLC25A2>787<2
cpd:C00327_c,SLC25A2>787<3
SLC25A2>787<2,cpd:C00077_c
SLC25A2>787<3,cpd:C00327_m
SLC25A2>787<2_reverse,cpd:C00077_m
SLC25A2>787<3_reverse,cpd:C00327_c
cpd:C00077_c,SLC25A2>787<2_reverse
cpd:C00327_m,SLC25A2>787<3_reverse
cpd:C00026_m,OAT
cpd:C00077_m,OAT
OAT,cpd:C00025_m
OAT,cpd:C01165_m
OAT_reverse,cpd:C00026_m
OAT_reverse,cpd:C00077_m
cpd:C00025_m,OAT_reverse
cpd:C01165_m,OAT_reverse
cpd:C00077_e,SLC7A2>788<1
SLC7A2>788<1,cpd:C00077_c
SLC7A2>788<1_reverse,cpd:C00077_e
cpd:C00077_c,SLC7A2>788<1_reverse
cpd:C00077_e,SLC7A1>789<1
SLC7A1>789<1,cpd:C00077_c
SLC7A1>789<1_reverse,cpd:C00077_e
cpd:C00077_c,SLC7A1>789<1_reverse
cpd:C00077_e,SLC7A3>790<1
SLC7A3>790<1,cpd:C00077_c
SLC7A3>790<1_reverse,cpd:C00077_e
cpd:C00077_c,SLC7A3>790<1_reverse
cpd:C00288_c,SLC26A2<1
cpd:C00209_e,SLC26A2<2
SLC26A2<1,cpd:C00288_e
SLC26A2<2,cpd:C00209_c
SLC26A2<1_reverse,cpd:C00288_c
SLC26A2<2_reverse,cpd:C00209_e
cpd:C00288_e,SLC26A2<1_reverse
cpd:C00209_c,SLC26A2<2_reverse
cpd:C00288_c,SLC26A1<1
cpd:C00209_e,SLC26A1<2
SLC26A1<1,cpd:C00288_e
SLC26A1<2,cpd:C00209_c
SLC26A1<1_reverse,cpd:C00288_c
SLC26A1<2_reverse,cpd:C00209_e
cpd:C00288_e,SLC26A1<1_reverse
cpd:C00209_c,SLC26A1<2_reverse
cpd:C00288_c,SLC26A1>791<1
cpd:C00209_e,SLC26A1>791<2
SLC26A1>791<1,cpd:C00288_e
SLC26A1>791<2,cpd:C00209_c
SLC26A1>791<1_reverse,cpd:C00288_c
SLC26A1>791<2_reverse,cpd:C00209_e
cpd:C00288_e,SLC26A1>791<1_reverse
cpd:C00209_c,SLC26A1>791<2_reverse
cpd:C00288_c,SLC26A1>792<1
cpd:C00209_e,SLC26A1>792<2
SLC26A1>792<1,cpd:C00288_e
SLC26A1>792<2,cpd:C00209_c
SLC26A1>792<1_reverse,cpd:C00288_c
SLC26A1>792<2_reverse,cpd:C00209_e
cpd:C00288_e,SLC26A1>792<1_reverse
cpd:C00209_c,SLC26A1>792<2_reverse
cpd:C00288_c,SLC26A3<1
cpd:C00209_e,SLC26A3<2
SLC26A3<1,cpd:C00288_e
SLC26A3<2,cpd:C00209_c
SLC26A3<1_reverse,cpd:C00288_c
SLC26A3<2_reverse,cpd:C00209_e
cpd:C00288_e,SLC26A3<1_reverse
cpd:C00209_c,SLC26A3<2_reverse
cpd:C00005_m,CYP27A1
xol7ah2al_m,CYP27A1
CYP27A1,dhcholestanate_m
cpd:C03912_m,ALDH4A1
ALDH4A1,cpd:C00025_m
cpd:C03912_m,ALDH4A1>793
ALDH4A1>793,cpd:C00025_m
cpd:C00005_m,PYCR1
cpd:C03912_m,PYCR1
PYCR1,cpd:C00148_m
cpd:C00005_m,PYCR1>794
cpd:C03912_m,PYCR1>794
PYCR1>794,cpd:C00148_m
cpd:C03912_m,PYCR1>795
PYCR1>795,cpd:C00148_m
cpd:C03912_m,PYCR1>796
PYCR1>796,cpd:C00148_m
cpd:C04409_c,ACMSD
ACMSD,cpd:C03824_c
cpd:C00022_m,PC
cpd:C00288_m,PC
PC,cpd:C00009_m
PC,cpd:C00036_m
cpd:C00022_m,PC>797
cpd:C00288_m,PC>797
PC>797,cpd:C00009_m
PC>797,cpd:C00036_m
cpd:C00022_m,1738_8050_5161_5162_1737
1738_8050_5161_5162_1737,cpd:C00024_m
cpd:C00022_m,1738_8050_5160_5162_1737
1738_8050_5160_5162_1737,cpd:C00024_m
cpd:C00036_c,PCK1
PCK1,cpd:C00074_c
cpd:C00036_m,PCK2
PCK2,cpd:C00074_m
cpd:C00036_m,PCK1>798
PCK1>798,cpd:C00074_m
cpd:C05345_c,PFKP
PFKP,cpd:C00354_c
cpd:C05345_c,PFKL
PFKL,cpd:C00354_c
cpd:C05345_c,5214_5211
5214_5211,cpd:C00354_c
cpd:C05345_c,5214_5213
5214_5213,cpd:C00354_c
cpd:C05345_c,PFKM
PFKM,cpd:C00354_c
cpd:C05345_c,PFKL>800
PFKL>800,cpd:C00354_c
cpd:C05345_c,5211_5213
5211_5213,cpd:C00354_c
cpd:C05345_c,5213_5211
5213_5211,cpd:C00354_c
cpd:C00197_c,PHGDH
PHGDH,cpd:C03232_c
cpd:C00092_c,GPI
GPI,cpd:C05345_c
GPI_reverse,cpd:C00092_c
cpd:C05345_c,GPI_reverse
cpd:C00197_c,PGK1
PGK1,cpd:C00236_c
PGK1_reverse,cpd:C00197_c
cpd:C00236_c,PGK1_reverse
cpd:C00197_c,MIA3
MIA3,cpd:C00236_c
MIA3_reverse,cpd:C00197_c
cpd:C00236_c,MIA3_reverse
cpd:C00197_c,PGK2
PGK2,cpd:C00236_c
PGK2_reverse,cpd:C00197_c
cpd:C00236_c,PGK2_reverse
cpd:C01236_c,PGLS
PGLS,cpd:C00345_c
cpd:C01236_r,H6PD>801
H6PD>801,cpd:C00345_r
cpd:C00631_c,BPGM>802
BPGM>802,cpd:C00197_c
BPGM>802_reverse,cpd:C00631_c
cpd:C00197_c,BPGM>802_reverse
cpd:C00631_c,PGAM1>803
PGAM1>803,cpd:C00197_c
PGAM1>803_reverse,cpd:C00631_c
cpd:C00197_c,PGAM1>803_reverse
cpd:C00631_c,PGAM2>804
PGAM2>804,cpd:C00197_c
PGAM2>804_reverse,cpd:C00631_c
cpd:C00197_c,PGAM2>804_reverse
cpd:C00631_c,PGAM2>805
PGAM2>805,cpd:C00197_c
PGAM2>805_reverse,cpd:C00631_c
cpd:C00197_c,PGAM2>805_reverse
cpd:C00631_c,BPGM>806
BPGM>806,cpd:C00197_c
BPGM>806_reverse,cpd:C00631_c
cpd:C00197_c,BPGM>806_reverse
cpd:C00079_e,SLC38A2>807<2
SLC38A2>807<2,cpd:C00079_c
SLC38A2>807<2_reverse,cpd:C00079_e
cpd:C00079_c,SLC38A2>807<2_reverse
cpd:C00079_e,SLC7A3>808<2
SLC7A3>808<2,cpd:C00079_c
SLC7A3>808<2_reverse,cpd:C00079_e
cpd:C00079_c,SLC7A3>808<2_reverse
cpd:C00079_e,SLC6A14>809<2
SLC6A14>809<2,cpd:C00079_c
SLC6A14>809<2_reverse,cpd:C00079_e
cpd:C00079_c,SLC6A14>809<2_reverse
cpd:C00079_e,SLC7A2>810<2
SLC7A2>810<2,cpd:C00079_c
SLC7A2>810<2_reverse,cpd:C00079_e
cpd:C00079_c,SLC7A2>810<2_reverse
cpd:C00079_e,SLC38A1>811<2
SLC38A1>811<2,cpd:C00079_c
SLC38A1>811<2_reverse,cpd:C00079_e
cpd:C00079_c,SLC38A1>811<2_reverse
cpd:C00079_e,SLC7A1>812<2
SLC7A1>812<2,cpd:C00079_c
SLC7A1>812<2_reverse,cpd:C00079_e
cpd:C00079_c,SLC7A1>812<2_reverse
cpd:C00079_e,SLC38A4>813<2
SLC38A4>813<2,cpd:C00079_c
SLC38A4>813<2_reverse,cpd:C00079_e
cpd:C00079_c,SLC38A4>813<2_reverse
cpd:C00079_e,340024_57393
340024_57393,cpd:C00079_c
cpd:C00079_e,ACE2>815
ACE2>815,cpd:C00079_c
cpd:C00079_e,SLC16A10<1
SLC16A10<1,cpd:C00079_c
SLC16A10<1_reverse,cpd:C00079_e
cpd:C00079_c,SLC16A10<1_reverse
cpd:C00079_e,SLC43A2>816<1
SLC43A2>816<1,cpd:C00079_c
SLC43A2>816<1_reverse,cpd:C00079_e
cpd:C00079_c,SLC43A2>816<1_reverse
cpd:C00079_e,SLC43A1>817<1
SLC43A1>817<1,cpd:C00079_c
SLC43A1>817<1_reverse,cpd:C00079_e
cpd:C00079_c,SLC43A1>817<1_reverse
cpd:C00009_e,SLC17A4<2
SLC17A4<1,cpd:C00009_c
SLC17A4<2_reverse,cpd:C00009_e
cpd:C00009_c,SLC17A4<1_reverse
cpd:C00009_e,SLC17A3<2
SLC17A3<1,cpd:C00009_c
SLC17A3<2_reverse,cpd:C00009_e
cpd:C00009_c,SLC17A3<1_reverse
cpd:C00009_e,SLC17A2<2
SLC17A2<1,cpd:C00009_c
SLC17A2<2_reverse,cpd:C00009_e
cpd:C00009_c,SLC17A2<1_reverse
cpd:C00009_e,SLC17A1<2
SLC17A1<1,cpd:C00009_c
SLC17A1<2_reverse,cpd:C00009_e
cpd:C00009_c,SLC17A1<1_reverse
cpd:C00009_e,SLC34A1<2
SLC34A1<1,cpd:C00009_c
SLC34A1<2_reverse,cpd:C00009_e
cpd:C00009_c,SLC34A1<1_reverse
cpd:C00009_e,SLC34A2<2
SLC34A2<1,cpd:C00009_c
SLC34A2<2_reverse,cpd:C00009_e
cpd:C00009_c,SLC34A2<1_reverse
cpd:C00009_r,SLC37A4>818<1
SLC37A4>818<1,cpd:C00009_c
SLC37A4>818<1_reverse,cpd:C00009_r
cpd:C00009_c,SLC37A4>818<1_reverse
PPA1,cpd:C00009_c
LHPP,cpd:C00009_c
PPA2,cpd:C00009_m
PPA2>819,cpd:C00009_m
PPA2>820,cpd:C00009_m
PPA2>821,cpd:C00009_m
cpd:C00100_m,5096_5095
cpd:C00288_m,5096_5095
5096_5095,cpd:C00009_m
5096_5095,cpd:C00683_m
cpd:C00064_c,PFAS
cpd:C04376_c,PFAS
PFAS,cpd:C00009_c
PFAS,cpd:C00025_c
PFAS,fpram_c
cpd:C00148_m,PRODH
PRODH,cpd:C03912_m
cpd:C00148_m,PRODH>822
PRODH>822,cpd:C01352_m
PRODH>822,cpd:C03912_m
cpd:C00148_e,SLC36A2>823<2
SLC36A2>823<2,cpd:C00148_c
SLC36A2>823<2_reverse,cpd:C00148_e
cpd:C00148_c,SLC36A2>823<2_reverse
cpd:C00148_e,SLC36A1>824<2
SLC36A1>824<2,cpd:C00148_c
SLC36A1>824<2_reverse,cpd:C00148_e
cpd:C00148_c,SLC36A1>824<2_reverse
cpd:C00148_e,SLC38A4>825<2
SLC38A4>825<2,cpd:C00148_c
SLC38A4>825<2_reverse,cpd:C00148_e
cpd:C00148_c,SLC38A4>825<2_reverse
cpd:C00148_e,SLC38A1>826<2
SLC38A1>826<2,cpd:C00148_c
SLC38A1>826<2_reverse,cpd:C00148_e
cpd:C00148_c,SLC38A1>826<2_reverse
cpd:C00148_e,SLC38A2>827<2
SLC38A2>827<2,cpd:C00148_c
SLC38A2>827<2_reverse,cpd:C00148_e
cpd:C00148_c,SLC38A2>827<2_reverse
cpd:C00148_e,340024_57393
340024_57393,cpd:C00148_c
cpd:C00148_e,ACE2>829
ACE2>829,cpd:C00148_c
cpd:C03736_c,PRPS1L1
PRPS1L1,cpd:C00119_c
cpd:C03736_c,PRPS1
PRPS1,cpd:C00119_c
cpd:C03736_c,PRPS1L1>830
PRPS1L1>830,cpd:C00119_c
cpd:C03736_c,PRPS2
PRPS2,cpd:C00119_c
cpd:C00025_c,PSAT1
cpd:C03232_c,PSAT1
PSAT1,cpd:C00026_c
PSAT1,cpd:C01005_c
cpd:C00025_c,PSAT1>831
cpd:C03232_c,PSAT1>831
PSAT1>831,cpd:C00026_c
PSAT1>831,cpd:C01005_c
ps_hs_c,ATP8A1
ATP8A1,cpd:C00009_c
ATP8A1,ps_hs_m
ps_hs_c,ATP10A
ATP10A,cpd:C00009_c
ATP10A,ps_hs_m
cpd:C01005_c,8781
8781,cpd:C00009_c
8781,cpd:C00065_c
cpd:C01005_c,PSPH
PSPH,cpd:C00009_c
PSPH,cpd:C00065_c
cpd:C00134_c,AOC1
AOC1,cpd:C00555_c
cpd:C00134_c,AOC2
AOC2,cpd:C00555_c
cpd:C00134_c,AOC3>832
AOC3>832,cpd:C00555_c
cpd:C00134_c,AOC2>833
AOC2>833,cpd:C00555_c
cpd:C00074_c,PKM
PKM,cpd:C00022_c
cpd:C00074_c,PKLR
PKLR,cpd:C00022_c
cpd:C00074_c,PKM>834
PKM>834,cpd:C00022_c
cpd:C00074_c,PKLR>835
PKLR>835,cpd:C00022_c
cpd:C00074_c,PKM>836
PKM>836,cpd:C00022_c
cpd:C00022_c,SLC16A1>837<2
SLC16A1>837<2,cpd:C00022_m
SLC16A1>837<2_reverse,cpd:C00022_c
cpd:C00022_m,SLC16A1>837<2_reverse
cpd:C00022_c,SLC16A1>838<2
SLC16A1>838<2,cpd:C00022_x
SLC16A1>838<2_reverse,cpd:C00022_c
cpd:C00022_x,SLC16A1>838<2_reverse
cpd:C00022_c,SLC16A7>839<2
SLC16A7>839<2,cpd:C00022_x
SLC16A7>839<2_reverse,cpd:C00022_c
cpd:C00022_x,SLC16A7>839<2_reverse
cpd:C00022_e,SLC16A3>840<2
SLC16A3>840<2,cpd:C00022_c
SLC16A3>840<2_reverse,cpd:C00022_e
cpd:C00022_c,SLC16A3>840<2_reverse
cpd:C00022_e,SLC16A7>841<2
SLC16A7>841<2,cpd:C00022_c
SLC16A7>841<2_reverse,cpd:C00022_e
cpd:C00022_c,SLC16A7>841<2_reverse
cpd:C00022_e,SLC16A1>842<2
SLC16A1>842<2,cpd:C00022_c
SLC16A1>842<2_reverse,cpd:C00022_e
cpd:C00022_c,SLC16A1>842<2_reverse
cpd:C00199_c,RPE
RPE,cpd:C00231_c
RPE_reverse,cpd:C00199_c
cpd:C00231_c,RPE_reverse
cpd:C00199_c,RPE>843
RPE>843,cpd:C00231_c
RPE>843_reverse,cpd:C00199_c
cpd:C00231_c,RPE>843_reverse
cpd:C03736_c,RPIA
RPIA,cpd:C00199_c
RPIA_reverse,cpd:C03736_c
cpd:C00199_c,RPIA_reverse
cpd:C00005_m,AASS
cpd:C00026_m,AASS
cpd:C00047_m,AASS
AASS,cpd:C00449_m
cpd:C00449_m,AASS>844
AASS>844,cpd:C00005_m
AASS>844,cpd:C00025_m
AASS>844,cpd:C04076_m
cpd:C00213_m,SARDH
SARDH,cpd:C01352_m
SARDH,cpd:C00037_m
SARDH,cpd:C00143_m
cpd:C00041_c,SLC1A4>845<2
cpd:C00065_e,SLC1A4>845<3
SLC1A4>845<2,cpd:C00041_e
SLC1A4>845<3,cpd:C00065_c
SLC1A4>845<2_reverse,cpd:C00041_c
SLC1A4>845<3_reverse,cpd:C00065_e
cpd:C00041_e,SLC1A4>845<2_reverse
cpd:C00065_c,SLC1A4>845<3_reverse
cpd:C00041_c,SLC1A5>846<2
cpd:C00065_e,SLC1A5>846<3
SLC1A5>846<2,cpd:C00041_e
SLC1A5>846<3,cpd:C00065_c
SLC1A5>846<2_reverse,cpd:C00041_c
SLC1A5>846<3_reverse,cpd:C00065_e
cpd:C00041_e,SLC1A5>846<2_reverse
cpd:C00065_c,SLC1A5>846<3_reverse
cpd:C00152_c,SLC1A5>847<2
cpd:C00065_e,SLC1A5>847<3
SLC1A5>847<2,cpd:C00152_e
SLC1A5>847<3,cpd:C00065_c
SLC1A5>847<2_reverse,cpd:C00152_c
SLC1A5>847<3_reverse,cpd:C00065_e
cpd:C00152_e,SLC1A5>847<2_reverse
cpd:C00065_c,SLC1A5>847<3_reverse
cpd:C00097_c,SLC1A4>848<2
cpd:C00065_e,SLC1A4>848<3
SLC1A4>848<2,cpd:C00097_e
SLC1A4>848<3,cpd:C00065_c
SLC1A4>848<2_reverse,cpd:C00097_c
SLC1A4>848<3_reverse,cpd:C00065_e
cpd:C00097_e,SLC1A4>848<2_reverse
cpd:C00065_c,SLC1A4>848<3_reverse
cpd:C00097_c,SLC1A5>849<2
cpd:C00065_e,SLC1A5>849<3
SLC1A5>849<2,cpd:C00097_e
SLC1A5>849<3,cpd:C00065_c
SLC1A5>849<2_reverse,cpd:C00097_c
SLC1A5>849<3_reverse,cpd:C00065_e
cpd:C00097_e,SLC1A5>849<2_reverse
cpd:C00065_c,SLC1A5>849<3_reverse
cpd:C00064_c,56301_6520
cpd:C00065_e,56301_6520
56301_6520,cpd:C00064_e
56301_6520,cpd:C00065_c
56301_6520,cpd:C00064_c
56301_6520,cpd:C00065_e
cpd:C00064_e,56301_6520
cpd:C00065_c,56301_6520
cpd:C00064_c,SLC1A5>851<2
cpd:C00065_e,SLC1A5>851<3
SLC1A5>851<2,cpd:C00064_e
SLC1A5>851<3,cpd:C00065_c
SLC1A5>851<2_reverse,cpd:C00064_c
SLC1A5>851<3_reverse,cpd:C00065_e
cpd:C00064_e,SLC1A5>851<2_reverse
cpd:C00065_c,SLC1A5>851<3_reverse
cpd:C00065_c,SDS>853
SDS>853,cpd:C02218_c
cpd:C00065_e,9056_6519
cpd:C00047_c,9056_6519
9056_6519,cpd:C00065_c
9056_6519,cpd:C00047_e
cpd:C00065_e,SLC38A1>854<2
SLC38A1>854<2,cpd:C00065_c
SLC38A1>854<2_reverse,cpd:C00065_e
cpd:C00065_c,SLC38A1>854<2_reverse
cpd:C00065_e,SLC6A14>855<2
SLC6A14>855<2,cpd:C00065_c
SLC6A14>855<2_reverse,cpd:C00065_e
cpd:C00065_c,SLC6A14>855<2_reverse
cpd:C00065_e,SLC38A2>856<2
SLC38A2>856<2,cpd:C00065_c
SLC38A2>856<2_reverse,cpd:C00065_e
cpd:C00065_c,SLC38A2>856<2_reverse
cpd:C00065_e,SLC38A4>857<2
SLC38A4>857<2,cpd:C00065_c
SLC38A4>857<2_reverse,cpd:C00065_e
cpd:C00065_c,SLC38A4>857<2_reverse
cpd:C00065_e,340024_57393
340024_57393,cpd:C00065_c
cpd:C00065_e,ACE2>859
ACE2>859,cpd:C00065_c
cpd:C00065_e,SLC1A4>860<2
cpd:C00188_c,SLC1A4>860<3
SLC1A4>860<2,cpd:C00065_c
SLC1A4>860<3,cpd:C00188_e
SLC1A4>860<2_reverse,cpd:C00065_e
SLC1A4>860<3_reverse,cpd:C00188_c
cpd:C00065_c,SLC1A4>860<2_reverse
cpd:C00188_e,SLC1A4>860<3_reverse
cpd:C00065_e,SLC1A5>861<2
cpd:C00188_c,SLC1A5>861<3
SLC1A5>861<2,cpd:C00065_c
SLC1A5>861<3,cpd:C00188_e
SLC1A5>861<2_reverse,cpd:C00065_e
SLC1A5>861<3_reverse,cpd:C00188_c
cpd:C00065_c,SLC1A5>861<2_reverse
cpd:C00188_e,SLC1A5>861<3_reverse
cpd:C00065_e,SLC38A5>862<3
SLC38A5>862<3,cpd:C00065_c
SLC38A5>862<3_reverse,cpd:C00065_e
cpd:C00065_c,SLC38A5>862<3_reverse
cpd:C00059_e,SLC26A6>863<2
SLC26A6>863<2,cpd:C00059_c
SLC26A6>863<2_reverse,cpd:C00059_e
cpd:C00059_c,SLC26A6>863<2_reverse
cpd:C00059_e,SLC26A6>864<2
SLC26A6>864<2,cpd:C00059_c
SLC26A6>864<2_reverse,cpd:C00059_e
cpd:C00059_c,SLC26A6>864<2_reverse
cpd:C00059_e,SLC26A6>865<2
SLC26A6>865<2,cpd:C00059_c
SLC26A6>865<2_reverse,cpd:C00059_e
cpd:C00059_c,SLC26A6>865<2_reverse
cpd:C00288_c,SLC26A7<1
cpd:C00059_e,SLC26A7<2
SLC26A7<1,cpd:C00288_e
SLC26A7<2,cpd:C00059_c
SLC26A7<1_reverse,cpd:C00288_c
SLC26A7<2_reverse,cpd:C00059_e
cpd:C00288_e,SLC26A7<1_reverse
cpd:C00059_c,SLC26A7<2_reverse
cpd:C00288_c,SLC26A9<1
cpd:C00059_e,SLC26A9<2
SLC26A9<1,cpd:C00288_e
SLC26A9<2,cpd:C00059_c
SLC26A9<1_reverse,cpd:C00288_c
SLC26A9<2_reverse,cpd:C00059_e
cpd:C00288_e,SLC26A9<1_reverse
cpd:C00059_c,SLC26A9<2_reverse
cpd:C00288_c,SLC26A2>866<1
cpd:C00059_e,SLC26A2>866<2
SLC26A2>866<1,cpd:C00288_e
SLC26A2>866<2,cpd:C00059_c
SLC26A2>866<1_reverse,cpd:C00288_c
SLC26A2>866<2_reverse,cpd:C00059_e
cpd:C00288_e,SLC26A2>866<1_reverse
cpd:C00059_c,SLC26A2>866<2_reverse
cpd:C00288_c,SLC26A7>867<1
cpd:C00059_e,SLC26A7>867<2
SLC26A7>867<1,cpd:C00288_e
SLC26A7>867<2,cpd:C00059_c
SLC26A7>867<1_reverse,cpd:C00288_c
SLC26A7>867<2_reverse,cpd:C00059_e
cpd:C00288_e,SLC26A7>867<1_reverse
cpd:C00059_c,SLC26A7>867<2_reverse
cpd:C00288_c,SLC26A8<1
cpd:C00059_e,SLC26A8<2
SLC26A8<1,cpd:C00288_e
SLC26A8<2,cpd:C00059_c
SLC26A8<1_reverse,cpd:C00288_c
SLC26A8<2_reverse,cpd:C00059_e
cpd:C00288_e,SLC26A8<1_reverse
cpd:C00059_c,SLC26A8<2_reverse
cpd:C00288_c,SLC26A11<1
cpd:C00059_e,SLC26A11<2
SLC26A11<1,cpd:C00288_e
SLC26A11<2,cpd:C00059_c
SLC26A11<1_reverse,cpd:C00288_c
SLC26A11<2_reverse,cpd:C00059_e
cpd:C00288_e,SLC26A11<1_reverse
cpd:C00059_c,SLC26A11<2_reverse
cpd:C00288_c,SLC26A1>868<1
cpd:C00059_e,SLC26A1>868<2
SLC26A1>868<1,cpd:C00288_e
SLC26A1>868<2,cpd:C00059_c
SLC26A1>868<1_reverse,cpd:C00288_c
SLC26A1>868<2_reverse,cpd:C00059_e
cpd:C00288_e,SLC26A1>868<1_reverse
cpd:C00059_c,SLC26A1>868<2_reverse
cpd:C00288_c,SLC26A8>869<1
cpd:C00059_e,SLC26A8>869<2
SLC26A8>869<1,cpd:C00288_e
SLC26A8>869<2,cpd:C00059_c
SLC26A8>869<1_reverse,cpd:C00288_c
SLC26A8>869<2_reverse,cpd:C00059_e
cpd:C00288_e,SLC26A8>869<1_reverse
cpd:C00059_c,SLC26A8>869<2_reverse
cpd:C00288_c,SLC26A1>870<1
cpd:C00059_e,SLC26A1>870<2
