#nodeA	nodeB	score1
Metab__702[x]	4843	0
Metab__702[x]	1576	0
Metab__702[x]	5743	0
Metab__702[x]	6609	0
Metab__702[x]	5315	0
Metab__702[x]	2597	0
Metab__702[x]	Gene491__847	0
Metab__702[x]	Gene960__ETOHtx_reverse	0
Metab__702[x]	1385	0
Metab__702[x]	7157	0
Metab__702[x]	836	0
Metab__702[x]	5599	0
Metab__702[x]	627	0
Metab__702[x]	8878	0
Metab__702[x]	444	0
Metab__702[x]	834	0
Metab__702[x]	22861	0
Metab__702[x]	1958	0
Metab__702[x]	7098	0
Metab__702[x]	998	0
Metab__702[x]	5443	0
Metab__702[x]	4851	0
Metab__702[x]	3481	0
Metab__702[x]	2668	0
Metab__702[x]	2335	0
Metab__702[x]	7124	0
Metab__702[x]	2475	0
Metab__702[x]	3479	0
Metab__702[x]	7422	0
Metab__702[x]	2309	0
Metab__702[x]	3480	0
Metab__702[x]	3569	0
Metab__702[x]	22943	0
Metab__702[x]	2353	0
Metab__702[x]	3553	0
Metab__702[x]	1401	0
Metab__702[x]	3606	0
Metab__702[x]	335	0
Metab__702[x]	655	0
Metab__702[x]	4852	0
Metab__702[x]	9370	0
Metab__702[x]	338	0
Metab__702[x]	7200	0
Metab__702[x]	2741	0
Metab__702[x]	7442	0
Metab__702[x]	1786	0
Metab__702[x]	5054	0
Metab__702[x]	2554	0
Metab__702[e]	6517	0
Metab__702[e]	4846	0
Metab__702[e]	4843	0
Metab__702[e]	1576	0
Metab__702[e]	5743	0
Metab__702[e]	6609	0
Metab__702[e]	5315	0
Metab__702[e]	2597	0
Metab__702[e]	Gene7529__ETOHt	0
Metab__702[e]	1385	0
Metab__702[e]	7157	0
Metab__702[e]	836	0
Metab__702[e]	5599	0
Metab__702[e]	627	0
Metab__702[e]	8878	0
Metab__702[e]	444	0
Metab__702[e]	834	0
Metab__702[e]	22861	0
Metab__702[e]	1958	0
Metab__702[e]	7098	0
Metab__702[e]	998	0
Metab__702[e]	5443	0
Metab__702[e]	4851	0
Metab__702[e]	3481	0
Metab__702[e]	2668	0
Metab__702[e]	2335	0
Metab__702[e]	7124	0
Metab__702[e]	2475	0
Metab__702[e]	3479	0
Metab__702[e]	7422	0
Metab__702[e]	2309	0
Metab__702[e]	3480	0
Metab__702[e]	3569	0
Metab__702[e]	22943	0
Metab__702[e]	2353	0
Metab__702[e]	3553	0
Metab__702[e]	1401	0
Metab__702[e]	3606	0
Metab__702[e]	335	0
Metab__702[e]	655	0
Metab__702[e]	4852	0
Metab__702[e]	9370	0
Metab__702[e]	338	0
Metab__702[e]	7200	0
Metab__702[e]	2741	0
Metab__702[e]	7442	0
Metab__702[e]	1786	0
Metab__702[e]	5054	0
Metab__702[e]	2554	0
Metab__702[e]	Gene7528__EX_etoh[e]	0
Metab__1983[r]	5743	0
Metab__1983[r]	Gene9839__1548	0
Metab__1983[r]	Gene9839__1571	0
Metab__1983[r]	Gene9914__54600	0
Metab__1983[r]	Gene9914__54578	0
Metab__1983[r]	Gene9914__54658	0
Metab__1983[r]	Gene10380__ACMPitr_reverse	0
Metab__1983[r]	Gene10455__NAPQIhr	0
Metab__1983[r]	836	0
Metab__1983[r]	2852	0
Metab__1983[c]	5743	0
Metab__1983[c]	Gene9913__5243	0
Metab__1983[c]	Gene9920__6817	0
Metab__1983[c]	Gene9921__ACMPdt_reverse	0
Metab__1983[c]	Gene10380__ACMPitr	0
Metab__1983[c]	836	0
Metab__1983[c]	2852	0
Metab__1983[e]	5743	0
Metab__1983[e]	Gene9921__ACMPdt	0
Metab__1983[e]	Gene9922__8714	0
Metab__1983[e]	836	0
Metab__1983[e]	2852	0
Metab__1983[e]	Gene10082__EX_acmp[e]	0
Metab__896[c]	3162	0
Metab__896[c]	4353	0
Metab__896[c]	Gene2007__3620	0
Metab__896[c]	Gene2008__1557	0
Metab__896[c]	Gene2008__1543	0
Metab__896[c]	Gene2008__1545	0
Metab__896[c]	Gene2008__1544	0
Metab__896[c]	Gene4527__RE2426C	0
Metab__896[c]	Gene8019__MELATNte	0
Metab__896[c]	207	0
Metab__896[c]	7157	0
Metab__896[c]	2099	0
Metab__896[c]	4543	0
Metab__896[c]	23411	0
Metab__896[c]	6096	0
Metab__896[c]	1407	0
Metab__896[c]	54205	0
Metab__896[c]	7422	0
Metab__896[c]	3091	0
Metab__896[c]	3569	0
Metab__896[c]	1906	0
Metab__896[c]	5617	0
Metab__896[c]	3558	0
Metab__896[c]	5021	0
Metab__896[c]	100506658	0
Metab__896[e]	3162	0
Metab__896[e]	4353	0
Metab__896[e]	207	0
Metab__896[e]	7157	0
Metab__896[e]	2099	0
Metab__896[e]	4543	0
Metab__896[e]	23411	0
Metab__896[e]	6096	0
Metab__896[e]	1407	0
Metab__896[e]	54205	0
Metab__896[e]	7422	0
Metab__896[e]	3091	0
Metab__896[e]	3569	0
Metab__896[e]	1906	0
Metab__896[e]	5617	0
Metab__896[e]	3558	0
Metab__896[e]	5021	0
Metab__896[e]	100506658	0
Metab__896[e]	Gene8020__EX_melatn[e]	0
Metab__12035[m]	5243	0
Metab__12035[m]	Gene4510__162417_reverse	0
Metab__12035[m]	Gene7908__NACCYStm	0
Metab__12035[m]	2903	0
Metab__12035[m]	1147	0
Metab__12035[m]	3551	0
Metab__12035[m]	5595	0
Metab__12035[m]	5594	0
Metab__12035[m]	3576	0
Metab__12035[c]	5243	0
Metab__12035[c]	Gene7908__NACCYStm_reverse	0
Metab__12035[c]	Gene7909__NACCYSte	0
Metab__12035[c]	2903	0
Metab__12035[c]	1147	0
Metab__12035[c]	3551	0
Metab__12035[c]	5595	0
Metab__12035[c]	5594	0
Metab__12035[c]	3576	0
Metab__12035[e]	5243	0
Metab__12035[e]	Gene7909__NACCYSte_reverse	0
Metab__12035[e]	2903	0
Metab__12035[e]	1147	0
Metab__12035[e]	3551	0
Metab__12035[e]	5595	0
Metab__12035[e]	5594	0
Metab__12035[e]	3576	0
Metab__12035[e]	Gene7910__EX_CE1310[e]	0
Metab__6830[c]	107	0
Metab__6830[c]	2746	0
Metab__6830[c]	5290	0
Metab__6830[c]	Gene229__26289	0
Metab__6830[c]	Gene666__26289	0
Metab__6830[c]	Gene668__26289	0
Metab__6830[c]	Gene1272__8790	0
Metab__6830[c]	Gene1272__51086	0
Metab__6830[c]	Gene1729__2977_2983	0
Metab__6830[c]	Gene1729__4882	0
Metab__6830[c]	Gene1729__2982_2974	0
Metab__6830[c]	Gene1729__2986	0
Metab__6830[c]	Gene1729__2984	0
Metab__6830[c]	Gene1729__4881	0
Metab__6830[c]	Gene1729__2977_2974	0
Metab__6830[c]	Gene1729__3000	0
Metab__6830[c]	Gene1729__2982_2983	0
Metab__6830[c]	Gene2336__5105	0
Metab__6830[c]	Gene2879__51727	0
Metab__6830[c]	Gene3001__3704	0
Metab__6830[c]	Gene3026__29926	0
Metab__6830[c]	Gene3026__29925	0
Metab__6830[c]	Gene3104__50484_6240_6241_reverse	0
Metab__6830[c]	Gene3243__293	0
Metab__6830[c]	Gene5323__ADNK3	0
Metab__6830[c]	Gene7190__159	0
Metab__6830[c]	Gene7190__122622	0
Metab__6830[c]	Gene7292__2643	0
Metab__6830[c]	Gene7309__4832_reverse	0
Metab__6830[c]	Gene7309__4831_4830_reverse	0
Metab__6830[c]	Gene7309__10201_reverse	0
Metab__6830[c]	Gene7309__29922_reverse	0
Metab__6830[c]	Gene9272__9917	0
Metab__6830[c]	Gene9272__79672	0
Metab__6830[c]	Gene9272__79707	0
Metab__6830[c]	Gene9272__64122	0
Metab__6830[c]	Gene9272__55277	0
Metab__6830[c]	Gene9305__83549	0
Metab__6830[c]	Gene9305__7371	0
Metab__6830[c]	Gene9305__54963	0
Metab__6830[c]	Gene9537__123688	0
Metab__6830[c]	7846	0
Metab__6830[c]	3630	0
Metab__6830[c]	5599	0
Metab__6830[c]	4926	0
Metab__6830[c]	3838	0
Metab__6830[c]	22974	0
Metab__6830[c]	5898	0
Metab__6830[c]	55770	0
Metab__6830[c]	3837	0
Metab__6830[c]	4641	0
Metab__6830[c]	8894	0
Metab__6830[c]	25939	0
Metab__6830[c]	1965	0
Metab__6830[c]	84790	0
Metab__6830[c]	23265	0
Metab__6830[c]	1968	0
Metab__6830[c]	6616	0
Metab__6830[c]	51807	0
Metab__6830[c]	6812	0
Metab__6830[c]	7277	0
Metab__6830[m]	107	0
Metab__6830[m]	2746	0
Metab__6830[m]	5290	0
Metab__6830[m]	Gene230__50808	0
Metab__6830[m]	Gene1878__8802_8801	0
Metab__6830[m]	Gene2006__8802_8801	0
Metab__6830[m]	Gene2146__4833_reverse	0
Metab__6830[m]	Gene2146__10201_reverse	0
Metab__6830[m]	Gene2337__5106	0
Metab__6830[m]	Gene2337__5105	0
Metab__6830[m]	Gene2727__8802_8801	0
Metab__6830[m]	Gene3243__293_reverse	0
Metab__6830[m]	7846	0
Metab__6830[m]	3630	0
Metab__6830[m]	5599	0
Metab__6830[m]	4926	0
Metab__6830[m]	3838	0
Metab__6830[m]	22974	0
Metab__6830[m]	5898	0
Metab__6830[m]	55770	0
Metab__6830[m]	3837	0
Metab__6830[m]	4641	0
Metab__6830[m]	8894	0
Metab__6830[m]	25939	0
Metab__6830[m]	1965	0
Metab__6830[m]	84790	0
Metab__6830[m]	23265	0
Metab__6830[m]	1968	0
Metab__6830[m]	6616	0
Metab__6830[m]	51807	0
Metab__6830[m]	6812	0
Metab__6830[m]	7277	0
Metab__6830[n]	107	0
Metab__6830[n]	2746	0
Metab__6830[n]	5290	0
Metab__6830[n]	Gene669__51727	0
Metab__6830[n]	Gene671__51727	0
Metab__6830[n]	Gene2147__4831_4830_reverse	0
Metab__6830[n]	Gene2147__4830_4831_reverse	0
Metab__6830[n]	Gene2880__51727	0
Metab__6830[n]	7846	0
Metab__6830[n]	3630	0
Metab__6830[n]	5599	0
Metab__6830[n]	4926	0
Metab__6830[n]	3838	0
Metab__6830[n]	22974	0
Metab__6830[n]	5898	0
Metab__6830[n]	55770	0
Metab__6830[n]	3837	0
Metab__6830[n]	4641	0
Metab__6830[n]	8894	0
Metab__6830[n]	25939	0
Metab__6830[n]	1965	0
Metab__6830[n]	84790	0
Metab__6830[n]	23265	0
Metab__6830[n]	1968	0
Metab__6830[n]	6616	0
Metab__6830[n]	51807	0
Metab__6830[n]	6812	0
Metab__6830[n]	7277	0
Metab__6830[e]	107	0
Metab__6830[e]	2746	0
Metab__6830[e]	5290	0
Metab__6830[e]	Gene2203__124583	0
Metab__6830[e]	Gene2203__953	0
Metab__6830[e]	Gene2203__377841	0
Metab__6830[e]	Gene2203__956	0
Metab__6830[e]	7846	0
Metab__6830[e]	3630	0
Metab__6830[e]	5599	0
Metab__6830[e]	4926	0
Metab__6830[e]	3838	0
Metab__6830[e]	22974	0
Metab__6830[e]	5898	0
Metab__6830[e]	55770	0
Metab__6830[e]	3837	0
Metab__6830[e]	4641	0
Metab__6830[e]	8894	0
Metab__6830[e]	25939	0
Metab__6830[e]	1965	0
Metab__6830[e]	84790	0
Metab__6830[e]	23265	0
Metab__6830[e]	1968	0
Metab__6830[e]	6616	0
Metab__6830[e]	51807	0
Metab__6830[e]	6812	0
Metab__6830[e]	7277	0
Metab__6830[e]	Gene1128__EX_gtp[e]	0
Metab__5280453[c]	1591	0
Metab__5280453[c]	1576	0
Metab__5280453[c]	5337	0
Metab__5280453[c]	5319	0
Metab__5280453[c]	249	0
Metab__5280453[c]	2597	0
Metab__5280453[c]	250	0
Metab__5280453[c]	Gene5316__1a25DHVITD3TRn	0
Metab__5280453[c]	Gene8732__HMR_2127	0
Metab__5280453[c]	836	0
Metab__5280453[c]	1956	0
Metab__5280453[c]	5595	0
Metab__5280453[c]	5594	0
Metab__5280453[c]	5468	0
Metab__5280453[c]	367	0
Metab__5280453[c]	7421	0
Metab__5280453[c]	999	0
Metab__5280453[c]	793	0
Metab__5280453[c]	846	0
Metab__5280453[c]	4609	0
Metab__5280453[c]	1843	0
Metab__5280453[c]	11221	0
Metab__5280453[c]	6422	0
Metab__5280453[c]	6347	0
Metab__5280453[c]	2668	0
Metab__5280453[c]	3371	0
Metab__5280453[c]	3586	0
Metab__5280453[c]	595	0
Metab__5280453[c]	3576	0
Metab__5280453[c]	3479	0
Metab__5280453[c]	7097	0
Metab__5280453[c]	7422	0
Metab__5280453[c]	4654	0
Metab__5280453[c]	51311	0
Metab__5280453[c]	3569	0
Metab__5280453[c]	3206	0
Metab__5280453[c]	4036	0
Metab__5280453[c]	9314	0
Metab__5280453[c]	860	0
Metab__5280453[c]	3552	0
Metab__5280453[c]	5617	0
Metab__5280453[c]	6376	0
Metab__5280453[c]	3558	0
Metab__5280453[c]	8600	0
Metab__5280453[c]	5972	0
Metab__5280453[c]	5741	0
Metab__5280453[c]	3605	0
Metab__5280453[c]	3486	0
Metab__5280453[c]	7076	0
Metab__5280453[c]	1493	0
Metab__5280453[c]	50943	0
Metab__5280453[c]	9332	0
Metab__5280453[n]	1591	0
Metab__5280453[n]	1576	0
Metab__5280453[n]	5337	0
Metab__5280453[n]	5319	0
Metab__5280453[n]	249	0
Metab__5280453[n]	2597	0
Metab__5280453[n]	250	0
Metab__5280453[n]	836	0
Metab__5280453[n]	1956	0
Metab__5280453[n]	5595	0
Metab__5280453[n]	5594	0
Metab__5280453[n]	5468	0
Metab__5280453[n]	367	0
Metab__5280453[n]	7421	0
Metab__5280453[n]	999	0
Metab__5280453[n]	793	0
Metab__5280453[n]	846	0
Metab__5280453[n]	4609	0
Metab__5280453[n]	1843	0
Metab__5280453[n]	11221	0
Metab__5280453[n]	6422	0
Metab__5280453[n]	6347	0
Metab__5280453[n]	2668	0
Metab__5280453[n]	3371	0
Metab__5280453[n]	3586	0
Metab__5280453[n]	595	0
Metab__5280453[n]	3576	0
Metab__5280453[n]	3479	0
Metab__5280453[n]	7097	0
Metab__5280453[n]	7422	0
Metab__5280453[n]	4654	0
Metab__5280453[n]	51311	0
Metab__5280453[n]	3569	0
Metab__5280453[n]	3206	0
Metab__5280453[n]	4036	0
Metab__5280453[n]	9314	0
Metab__5280453[n]	860	0
Metab__5280453[n]	3552	0
Metab__5280453[n]	5617	0
Metab__5280453[n]	6376	0
Metab__5280453[n]	3558	0
Metab__5280453[n]	8600	0
Metab__5280453[n]	5972	0
Metab__5280453[n]	5741	0
Metab__5280453[n]	3605	0
Metab__5280453[n]	3486	0
Metab__5280453[n]	7076	0
Metab__5280453[n]	1493	0
Metab__5280453[n]	50943	0
Metab__5280453[n]	9332	0
Metab__5280453[n]	Gene5346__DM_1a25dhvitd3[n]	0
Metab__5280453[e]	1591	0
Metab__5280453[e]	1576	0
Metab__5280453[e]	5337	0
Metab__5280453[e]	5319	0
Metab__5280453[e]	249	0
Metab__5280453[e]	2597	0
Metab__5280453[e]	250	0
Metab__5280453[e]	Gene7904__949	0
Metab__5280453[e]	Gene7904__948	0
Metab__5280453[e]	Gene7904__29881	0
Metab__5280453[e]	836	0
Metab__5280453[e]	1956	0
Metab__5280453[e]	5595	0
Metab__5280453[e]	5594	0
Metab__5280453[e]	5468	0
Metab__5280453[e]	367	0
Metab__5280453[e]	7421	0
Metab__5280453[e]	999	0
Metab__5280453[e]	793	0
Metab__5280453[e]	846	0
Metab__5280453[e]	4609	0
Metab__5280453[e]	1843	0
Metab__5280453[e]	11221	0
Metab__5280453[e]	6422	0
Metab__5280453[e]	6347	0
Metab__5280453[e]	2668	0
Metab__5280453[e]	3371	0
Metab__5280453[e]	3586	0
Metab__5280453[e]	595	0
Metab__5280453[e]	3576	0
Metab__5280453[e]	3479	0
Metab__5280453[e]	7097	0
Metab__5280453[e]	7422	0
Metab__5280453[e]	4654	0
Metab__5280453[e]	51311	0
Metab__5280453[e]	3569	0
Metab__5280453[e]	3206	0
Metab__5280453[e]	4036	0
Metab__5280453[e]	9314	0
Metab__5280453[e]	860	0
Metab__5280453[e]	3552	0
Metab__5280453[e]	5617	0
Metab__5280453[e]	6376	0
Metab__5280453[e]	3558	0
Metab__5280453[e]	8600	0
Metab__5280453[e]	5972	0
Metab__5280453[e]	5741	0
Metab__5280453[e]	3605	0
Metab__5280453[e]	3486	0
Metab__5280453[e]	7076	0
Metab__5280453[e]	1493	0
Metab__5280453[e]	50943	0
Metab__5280453[e]	9332	0
Metab__5280453[e]	Gene8067__EX_1a25dhvitd3[e]	0
Metab__5280453[m]	1591	0
Metab__5280453[m]	1576	0
Metab__5280453[m]	5337	0
Metab__5280453[m]	5319	0
Metab__5280453[m]	249	0
Metab__5280453[m]	2597	0
Metab__5280453[m]	250	0
Metab__5280453[m]	Gene8732__HMR_2127_reverse	0
Metab__5280453[m]	836	0
Metab__5280453[m]	1956	0
Metab__5280453[m]	5595	0
Metab__5280453[m]	5594	0
Metab__5280453[m]	5468	0
Metab__5280453[m]	367	0
Metab__5280453[m]	7421	0
Metab__5280453[m]	999	0
Metab__5280453[m]	793	0
Metab__5280453[m]	846	0
Metab__5280453[m]	4609	0
Metab__5280453[m]	1843	0
Metab__5280453[m]	11221	0
Metab__5280453[m]	6422	0
Metab__5280453[m]	6347	0
Metab__5280453[m]	2668	0
Metab__5280453[m]	3371	0
Metab__5280453[m]	3586	0
Metab__5280453[m]	595	0
Metab__5280453[m]	3576	0
Metab__5280453[m]	3479	0
Metab__5280453[m]	7097	0
Metab__5280453[m]	7422	0
Metab__5280453[m]	4654	0
Metab__5280453[m]	51311	0
Metab__5280453[m]	3569	0
Metab__5280453[m]	3206	0
Metab__5280453[m]	4036	0
Metab__5280453[m]	9314	0
Metab__5280453[m]	860	0
Metab__5280453[m]	3552	0
Metab__5280453[m]	5617	0
Metab__5280453[m]	6376	0
Metab__5280453[m]	3558	0
Metab__5280453[m]	8600	0
Metab__5280453[m]	5972	0
Metab__5280453[m]	5741	0
Metab__5280453[m]	3605	0
Metab__5280453[m]	3486	0
Metab__5280453[m]	7076	0
Metab__5280453[m]	1493	0
Metab__5280453[m]	50943	0
Metab__5280453[m]	9332	0
Metab__3893[c]	5743	0
Metab__3893[c]	Gene1315__1579	0
Metab__3893[c]	Gene6149__DDCAFATP	0
Metab__3893[c]	Gene7065__11001	0
Metab__3893[c]	Gene8297__2182	0
Metab__3893[c]	Gene8297__23205	0
Metab__3893[c]	Gene8297__2181	0
Metab__3893[c]	Gene8297__81616	0
Metab__3893[c]	Gene8297__11001	0
Metab__3893[c]	Gene8297__2180	0
Metab__3893[c]	Gene8297__23305	0
Metab__3893[c]	Gene8297__51703	0
Metab__3893[c]	2641	0
Metab__3893[c]	2695	0
Metab__3893[c]	338	0
Metab__3893[e]	5743	0
Metab__3893[e]	Gene7065__11001_reverse	0
Metab__3893[e]	2641	0
Metab__3893[e]	2695	0
Metab__3893[e]	338	0
Metab__3893[e]	Gene6157__EX_ddca[e]	0
Metab__3893[r]	5743	0
Metab__3893[r]	Gene8933__2182	0
Metab__3893[r]	Gene8933__23205	0
Metab__3893[r]	Gene8933__2181	0
Metab__3893[r]	Gene8933__81616	0
Metab__3893[r]	Gene8933__11001	0
Metab__3893[r]	Gene8933__2180	0
Metab__3893[r]	Gene8933__23305	0
Metab__3893[r]	Gene8933__51703	0
Metab__3893[r]	2641	0
Metab__3893[r]	2695	0
Metab__3893[r]	338	0
Metab__784[x]	6513	0
Metab__784[x]	3162	0
Metab__784[x]	4846	0
Metab__784[x]	5743	0
Metab__784[x]	5728	0
Metab__784[x]	5335	0
Metab__784[x]	6649	0
Metab__784[x]	1080	0
Metab__784[x]	Gene491__847	0
Metab__784[x]	Gene1744__H2O2tp_reverse	0
Metab__784[x]	1385	0
Metab__784[x]	6667	0
Metab__784[x]	6714	0
Metab__784[x]	207	0
Metab__784[x]	7157	0
Metab__784[x]	2185	0
Metab__784[x]	836	0
Metab__784[x]	1956	0
Metab__784[x]	5595	0
Metab__784[x]	5594	0
Metab__784[x]	5581	0
Metab__784[x]	54822	0
Metab__784[x]	5599	0
Metab__784[x]	857	0
Metab__784[x]	4313	0
Metab__784[x]	1839	0
Metab__784[x]	1026	0
Metab__784[x]	4217	0
Metab__784[x]	4316	0
Metab__784[x]	142	0
Metab__784[x]	3725	0
Metab__784[x]	7099	0
Metab__784[x]	5888	0
Metab__784[x]	2475	0
Metab__784[x]	3576	0
Metab__784[x]	3479	0
Metab__784[x]	10018	0
Metab__784[x]	581	0
Metab__784[x]	7422	0
Metab__784[x]	2309	0
Metab__784[x]	2113	0
Metab__784[x]	7295	0
Metab__784[x]	3569	0
Metab__784[x]	648	0
Metab__784[x]	2353	0
Metab__784[x]	3164	0
Metab__784[x]	3383	0
Metab__784[x]	6696	0
Metab__784[x]	3043	0
Metab__784[x]	551	0
Metab__784[x]	6331	0
Metab__784[x]	5054	0
Metab__784[x]	308	0
Metab__784[x]	5966	0
Metab__784[c]	6513	0
Metab__784[c]	3162	0
Metab__784[c]	4846	0
Metab__784[c]	5743	0
Metab__784[c]	5728	0
Metab__784[c]	5335	0
Metab__784[c]	6649	0
Metab__784[c]	1080	0
Metab__784[c]	Gene873__DOGULNO1	0
Metab__784[c]	Gene1722__7001	0
Metab__784[c]	Gene1722__5052	0
Metab__784[c]	Gene1722__2877	0
Metab__784[c]	Gene1722__2876	0
Metab__784[c]	Gene1722__2879	0
Metab__784[c]	Gene1740__H2O2t_reverse	0
Metab__784[c]	Gene1741__H2O2tly	0
Metab__784[c]	Gene1742__H2O2tm	0
Metab__784[c]	Gene1743__H2O2tn	0
Metab__784[c]	Gene1744__H2O2tp	0
Metab__784[c]	Gene1857__7173	0
Metab__784[c]	Gene1858__7173	0
Metab__784[c]	Gene2435__8288	0
Metab__784[c]	Gene2435__9588	0
Metab__784[c]	Gene2793__7173	0
Metab__784[c]	Gene4579__7173	0
Metab__784[c]	Gene4579__9588	0
Metab__784[c]	Gene4640__7173	0
Metab__784[c]	Gene4640__9588	0
Metab__784[c]	Gene8111__DOPAOQNOX	0
Metab__784[c]	Gene8728__4353_reverse	0
Metab__784[c]	Gene8728__7173_reverse	0
Metab__784[c]	Gene8728__9588_reverse	0
Metab__784[c]	Gene8728__4025_reverse	0
Metab__784[c]	Gene8728__8288_reverse	0
Metab__784[c]	Gene9337__HMR_6611_reverse	0
Metab__784[c]	Gene10456__H2O2itr_reverse	0
Metab__784[c]	1385	0
Metab__784[c]	6667	0
Metab__784[c]	6714	0
Metab__784[c]	207	0
Metab__784[c]	7157	0
Metab__784[c]	2185	0
Metab__784[c]	836	0
Metab__784[c]	1956	0
Metab__784[c]	5595	0
Metab__784[c]	5594	0
Metab__784[c]	5581	0
Metab__784[c]	54822	0
Metab__784[c]	5599	0
Metab__784[c]	857	0
Metab__784[c]	4313	0
Metab__784[c]	1839	0
Metab__784[c]	1026	0
Metab__784[c]	4217	0
Metab__784[c]	4316	0
Metab__784[c]	142	0
Metab__784[c]	3725	0
Metab__784[c]	7099	0
Metab__784[c]	5888	0
Metab__784[c]	2475	0
Metab__784[c]	3576	0
Metab__784[c]	3479	0
Metab__784[c]	10018	0
Metab__784[c]	581	0
Metab__784[c]	7422	0
Metab__784[c]	2309	0
Metab__784[c]	2113	0
Metab__784[c]	7295	0
Metab__784[c]	3569	0
Metab__784[c]	648	0
Metab__784[c]	2353	0
Metab__784[c]	3164	0
Metab__784[c]	3383	0
Metab__784[c]	6696	0
Metab__784[c]	3043	0
Metab__784[c]	551	0
Metab__784[c]	6331	0
Metab__784[c]	5054	0
Metab__784[c]	308	0
Metab__784[c]	5966	0
Metab__784[e]	6513	0
Metab__784[e]	3162	0
Metab__784[e]	4846	0
Metab__784[e]	5743	0
Metab__784[e]	5728	0
Metab__784[e]	5335	0
Metab__784[e]	6649	0
Metab__784[e]	1080	0
Metab__784[e]	Gene1723__2878	0
Metab__784[e]	Gene1723__257202	0
Metab__784[e]	Gene1723__2882	0
Metab__784[e]	Gene1723__2877	0
Metab__784[e]	Gene1723__2876	0
Metab__784[e]	Gene1740__H2O2t	0
Metab__784[e]	1385	0
Metab__784[e]	6667	0
Metab__784[e]	6714	0
Metab__784[e]	207	0
Metab__784[e]	7157	0
Metab__784[e]	2185	0
Metab__784[e]	836	0
Metab__784[e]	1956	0
Metab__784[e]	5595	0
Metab__784[e]	5594	0
Metab__784[e]	5581	0
Metab__784[e]	54822	0
Metab__784[e]	5599	0
Metab__784[e]	857	0
Metab__784[e]	4313	0
Metab__784[e]	1839	0
Metab__784[e]	1026	0
Metab__784[e]	4217	0
Metab__784[e]	4316	0
Metab__784[e]	142	0
Metab__784[e]	3725	0
Metab__784[e]	7099	0
Metab__784[e]	5888	0
Metab__784[e]	2475	0
Metab__784[e]	3576	0
Metab__784[e]	3479	0
Metab__784[e]	10018	0
Metab__784[e]	581	0
Metab__784[e]	7422	0
Metab__784[e]	2309	0
Metab__784[e]	2113	0
Metab__784[e]	7295	0
Metab__784[e]	3569	0
Metab__784[e]	648	0
Metab__784[e]	2353	0
Metab__784[e]	3164	0
Metab__784[e]	3383	0
Metab__784[e]	6696	0
Metab__784[e]	3043	0
Metab__784[e]	551	0
Metab__784[e]	6331	0
Metab__784[e]	5054	0
Metab__784[e]	308	0
Metab__784[e]	5966	0
Metab__784[e]	Gene1129__EX_h2o2[e]	0
Metab__784[m]	6513	0
Metab__784[m]	3162	0
Metab__784[m]	4846	0
Metab__784[m]	5743	0
Metab__784[m]	5728	0
Metab__784[m]	5335	0
Metab__784[m]	6649	0
Metab__784[m]	1080	0
Metab__784[m]	Gene1724__10935	0
Metab__784[m]	Gene1724__2879	0
Metab__784[m]	Gene1724__2876	0
Metab__784[m]	1385	0
Metab__784[m]	6667	0
Metab__784[m]	6714	0
Metab__784[m]	207	0
Metab__784[m]	7157	0
Metab__784[m]	2185	0
Metab__784[m]	836	0
Metab__784[m]	1956	0
Metab__784[m]	5595	0
