X5062	X815	X1457	X1022	X9261	X5581	X983	X5592	X10298	X8550	X8317	X5599	X5170	X1459	X1017	X2931	X1020	X1025	X5292	X8445	X9212	X6733	X673	X91754	X5602	X84630	X9134	X5530	X5533	X5532	X8851	X5128
1	-1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	-1	1	-1	1	1	1	1	-1	1
